,0,1,2,3,4,5,6,7,8,9,10
4642,4642,8110,3349,14717,10152,13686,3898,5747,4003,6283,10752
4643,4643,17638,7988,17088,470,3025,4808,15648,12327,763,2946
4644,4644,7323,15896,11172,3623,9847,13304,10673,14477,16303,1532
4645,4645,17296,5480,10880,2265,5376,15634,3156,14005,2344,6809
4646,4646,15867,3252,17128,807,2935,6332,15244,11600,7466,254
4647,4647,16831,13982,8496,129,9671,17286,5479,7265,6441,16194
4648,4648,123,17321,4880,6020,15014,226,4126,3849,598,873
4649,4649,12940,16739,16740,16741,16790,3691,10386,10147,15880,6516
4650,4650,12084,2998,7222,4728,15731,13890,823,15319,12438,16239
4651,4651,4652,4619,4617,4653,16051,5691,7822,14499,197,12923
4652,4652,4653,4617,4619,4651,14525,14361,16051,14072,17122,9867
4653,4653,4617,4652,4619,4651,14525,17123,14361,13768,15537,10098
4654,4654,14803,14411,5122,4767,17495,4800,10756,6787,12987,12623
4655,1712,9860,9240,3478,1467,4655,10169,1564,10577,8084,8290
4656,4656,7820,14360,17365,12421,5170,1244,13377,11958,12267,4295
4657,4657,13398,13778,2778,17315,16915,5589,7525,11902,10784,13823
4658,4658,2975,5475,1439,5874,17080,4239,13732,17368,14450,5000
4659,4659,16473,5445,4485,9695,14986,8602,1074,2572,3066,14325
4660,4660,3013,3953,325,5272,4111,5877,5792,541,11021,4664
4661,4661,3313,6757,530,2728,6166,5111,9920,10004,3115,1718
4662,4662,15741,2744,9982,15167,13744,1141,10058,14600,4288,13423
4663,4663,10394,4338,14185,1815,1408,6952,12142,4949,6550,777
4664,4664,2993,14384,541,4824,2018,2048,10075,17003,11691,9134
4665,4665,8940,5624,2567,5664,72,3642,2070,223,11699,13977
4666,4666,807,2935,826,2228,1851,7070,8062,15975,14836,3263
4667,4667,1660,14864,59,8428,12751,9692,16235,1315,145,9905
4668,4668,8389,5324,6418,16124,15204,16118,8421,5166,11413,6497
4669,4669,14542,8850,15288,4755,4764,10067,14089,11201,5329,4857
4670,4670,11045,13033,16508,15789,16559,12904,3685,6534,10726,14273
4671,4671,13204,16231,15609,16329,15854,14803,4767,14411,5122,15784
4672,4672,13567,9659,14845,11193,10460,9328,12361,4937,11287,16564
4673,4673,6161,2206,4165,7610,8208,8340,9412,2787,3191,6446
4674,4674,8430,8750,3038,13165,13360,3363,1641,7962,2083,2303
4675,15872,7130,4675,8835,11590,4627,12379,11953,4069,5755,9755
4676,4676,4293,17736,2565,10508,2159,853,11316,6833,4881,5927
4677,4677,6344,15497,7694,3127,12158,3176,4231,14966,3570,8864
4678,4678,24,12921,7772,15273,7125,4895,5227,973,1392,3046
4679,4679,10015,12879,3422,8501,15668,11098,8574,17772,1076,15339
4680,4680,5464,13767,6768,1107,14277,16488,7658,13237,4135,12439
4681,4681,1465,15033,2495,9885,3151,544,2577,3001,10845,10482
4682,4682,4505,16022,8958,15138,6624,7805,7301,12773,10133,7750
4683,4683,10941,3335,11217,16555,5707,8475,16650,11035,11760,14881
4684,4684,4841,13671,17487,17498,12351,14412,9561,15469,5946,14573
4685,4685,3906,12945,1083,9514,5819,237,92,6099,2810,7528
4686,4686,7794,2233,14827,7288,15658,16135,5469,16921,5685,3070
4687,4687,3895,1111,3296,16142,15992,13022,8009,13187,5612,2476
4688,4688,14013,14183,8376,5681,4438,11536,6152,9359,13383,5857
4689,4689,9928,5468,184,145,70,127,341,178,158,2175
4690,4690,10896,2105,10895,15265,11285,6157,1551,3037,15622,5422
4691,9445,4691,6412,8258,3581,643,16340,2366,11481,9370,1368
4692,4692,1421,14088,953,7369,1897,8263,16816,14718,3844,9019
4693,4693,10329,11146,16017,11238,3203,0,765,15657,14743,12521
4694,4694,3248,9790,16717,13180,15437,5174,4081,5832,6002,8088
4695,4695,13629,15813,2430,7558,17072,7563,1137,9062,13943,2247
4696,4696,9300,14328,15521,12655,15008,9571,9347,14430,6813,14289
4697,4697,6586,6911,5660,7522,7097,11408,9795,493,7446,8228
4698,4698,3629,3289,427,6631,16487,7366,15023,17410,9292,3779
4699,4699,17558,3148,15284,8514,14808,6118,5452,7229,5910,16223
4700,4700,1388,13686,8110,14717,3349,10152,4003,4642,2418,7534
4701,905,4701,2384,713,10185,4183,611,2958,10421,1846,14232
4702,622,4702,1548,9001,3423,3967,14058,17699,14146,2748,16218
4703,4703,8083,8431,2591,7229,5910,2767,9746,15301,3325,5064
4704,4704,13193,15243,14540,17748,17126,10218,7667,15984,16572,2653
4705,4705,16839,12628,12355,6733,7164,16482,16545,11672,9178,12323
4706,4706,3811,16230,2025,15532,3073,13467,345,3781,935,16637
4707,4707,8203,10975,14201,10394,15557,11140,15512,2557,12785,14241
4708,4708,11403,1252,1366,8439,179,2164,16788,7143,14130,2208
4709,4709,14826,629,7654,10827,5840,10249,17742,17713,330,14726
4710,4710,14616,4122,5743,471,17424,577,14130,14011,2439,15170
4711,4711,12002,2060,11653,14336,9727,11443,1364,11037,16004,11131
4712,4712,16285,14660,13673,14535,15075,4328,16424,14284,340,8042
4713,4713,3307,2028,17097,5367,1128,2086,7283,16038,16263,9359
4714,4714,11292,11067,4602,5215,13552,14769,8994,5670,597,13419
4715,4715,9361,9644,12082,1291,17050,15830,5043,792,14225,1229
4716,4716,12442,879,1314,9039,3464,2713,1878,2999,1318,2651
4717,4717,130,943,17577,5416,695,12878,181,14852,1899,1125
4718,4718,4293,17736,853,11316,2565,2159,10508,6833,4881,5927
4719,4719,5495,2127,7032,12721,7410,272,12460,2607,3503,3314
4720,4720,4045,2,7449,8436,3,17467,12705,7472,17373,14022
4721,4721,10293,11539,10290,1204,16388,13455,8975,2108,11150,17708
4722,4722,1190,5819,9514,5863,359,1979,12484,5853,1377,3059
4723,4723,9316,6938,2521,9801,9841,4340,14501,6881,4056,6309
4724,4724,12615,4916,15815,12986,9487,11482,457,17000,14197,17009
4725,4725,9195,5096,8586,12571,15230,13100,14539,11846,14449,3787
4726,4726,2083,1883,9584,16216,7962,8659,1641,3363,13557,995
4727,4727,15521,12655,9571,15008,9347,7403,15025,7164,2209,16204
4728,4728,4650,12084,2998,7222,15731,15319,13890,823,16239,10280
4729,4729,7117,12869,2286,7956,10367,7521,3823,4771,6862,1907
4730,4730,11459,9932,8505,11596,6981,16264,13044,13917,11458,11460
4731,4731,11062,10301,14870,13535,13750,11364,1556,12769,11779,11444
4732,4732,6113,1933,7952,6942,8392,5490,4440,8166,6923,16393
4733,4733,13492,1035,13790,11814,1491,6793,741,17216,3618,9396
4734,4734,316,1036,15811,9712,461,2185,1536,2493,4963,16738
4735,4735,3039,5340,15833,8945,14657,8186,9888,9516,6568,4978
4736,4736,13863,12164,16836,4360,17410,9292,6961,7699,1337,15045
4737,4737,5443,5429,10122,14468,10124,4554,4495,11924,9929,17705
4738,4738,6124,247,5395,12070,320,863,2761,4087,14846,284
4739,4739,5185,2507,15515,4484,11996,17200,752,290,425,2896
4740,4740,4059,7735,2144,9289,16858,6897,12003,13068,2562,3845
4741,4741,6635,2992,82,12190,10327,8292,4773,11246,8636,13615
4742,7203,7707,3339,3322,8115,13783,8691,3494,13197,16089,9098
4743,12778,4743,12042,5817,10369,6747,5960,6372,2463,10126,3217
4744,4744,7890,2536,8935,8416,14171,2815,16144,5751,5906,16643
4745,4745,4913,7197,10104,15504,7720,14467,554,6597,13834,6337
4746,4746,15373,12774,7047,789,17271,12175,10442,12556,10331,13486
4747,4747,14655,15277,3488,3562,10814,13845,4829,5851,3836,15338
4748,4748,8970,7918,911,8587,9863,11934,15257,12789,8368,7647
4749,4749,4751,261,7591,1431,10337,15338,8051,3488,3562,9438
4750,4750,207,2833,13428,11856,11822,11964,11911,17503,5459,3238
4751,4751,261,4749,1431,7591,10337,8051,15338,9438,408,12028
4752,4752,14803,14411,5122,4767,17495,4800,10756,6787,12987,2518
4753,4753,15288,15982,4755,15822,8850,11015,10067,11045,5329,17057
4754,4754,17486,1941,7151,15605,14659,16907,11541,12541,17645,14898
4755,4755,15288,8850,4857,14089,11201,16508,15789,4764,15822,15982
4756,4756,15695,13631,14571,14658,4711,12002,618,1400,14162,820
4757,4757,9657,13928,6248,11365,15400,2405,17483,5696,5756,3362
4758,4758,10424,10206,9951,12630,2722,4437,17220,9855,12610,5744
4759,4759,461,2185,16448,2493,10296,7143,316,2293,12483,12216
4760,7221,3543,4760,1625,14707,2689,12205,2058,10234,462,3565
4761,4813,4761,9845,3255,15411,5271,1203,15688,12109,11841,2001
4762,16277,4762,6279,4811,14971,9529,10178,1876,8874,1934,17274
4763,4763,7009,11977,2130,3834,5829,6016,10085,6640,3660,6398
4764,4764,16026,8850,14652,17495,15288,4755,16827,16204,10067,14089
4765,4765,7375,14540,17748,17126,10218,7667,15984,16572,2653,17774
4766,4766,4802,13804,15609,16329,13204,14652,4799,4801,10067,16572
4767,5122,14411,14803,4767,17495,13204,16231,15700,16797,4800,1576
4768,4768,851,737,238,1464,9372,14723,8620,3416,2385,9852
4769,4769,3557,1829,1667,4941,13223,17432,3106,13553,6569,6585
4770,4770,9058,14537,6643,1903,4021,6069,13983,6275,1427,6168
4771,10653,8415,4771,6862,1907,2194,13191,14653,3317,7521,3823
4772,4772,5588,2874,9660,2937,2834,15016,3206,16383,4238,13740
4773,4773,12190,961,13578,5375,11246,8636,2992,82,777,6550
4774,4774,6887,6323,2417,9972,12599,782,14549,14581,14582,14583
4775,4775,15824,537,11434,15491,5841,3828,6855,5822,1156,9102
4776,4776,15328,10433,12251,10716,3756,2831,10650,10039,14862,3673
4777,4777,12621,9902,9007,11605,6144,12835,6127,15093,14376,14900
4778,4778,17406,4077,3728,3094,11583,9462,1436,1851,7070,11644
4779,4779,759,15795,7502,10465,131,3357,16418,9443,10669,8648
4780,4780,16746,16239,927,11387,11609,11713,11093,11276,11145,15760
4781,4781,7676,9308,8559,16274,6523,16646,638,315,432,5579
4782,4782,1990,7671,132,6493,4236,7060,2242,15602,10180,15380
4783,4783,6267,2506,1686,656,2835,15370,1872,8767,6011,12783
4784,4784,1828,3471,11874,17216,6793,1270,2602,2312,8995,1375
4785,4785,10623,11687,13463,10914,927,16239,8671,15319,2299,3873
4786,4786,11852,11655,17124,3653,6138,2392,9174,12252,9794,617
4787,4787,5345,4528,12817,11631,5926,6769,13224,14944,3867,12865
4788,4788,6827,14062,6628,8346,16384,6739,7940,8791,8277,2224
4789,4789,14463,1028,15829,1847,4867,16172,8211,4050,6274,1927
4790,4790,11147,14880,3352,11152,13358,17186,16868,17567,13989,8410
4791,4791,2489,7840,11479,16880,5843,10300,13007,3765,4834,15317
4792,4792,3453,133,16439,9079,5770,1052,6408,14701,16464,1648
4793,4793,13557,995,7672,2747,11169,3927,13102,3424,2017,6292
4794,4794,932,5562,9410,1284,14945,2743,2782,2870,5746,3012
4795,4795,9076,14493,16945,4870,6888,9273,8906,10364,4025,7456
4796,4796,2154,17195,6187,15287,17294,4493,5293,15803,14193,6899
4797,4797,11537,456,10560,1133,296,16044,12833,1366,7798,15510
4798,4798,4927,5177,15521,12655,15008,9571,9347,7403,15025,7164
4799,4799,15609,16329,13204,14652,4766,4802,4801,10067,16572,17284
4800,4800,17127,5122,14411,14803,4767,16618,4876,13204,17495,10067
4801,4801,15609,16329,13204,14652,4766,4802,4799,10067,16572,17284
4802,4766,4802,13804,15609,16329,13204,14652,4799,4801,10067,16572
4803,4803,6143,12671,6534,10726,14273,16432,9336,11201,4860,4879
4804,4804,15318,14652,6143,17384,16572,15609,16329,17284,4820,4856
4805,4805,14652,16572,4856,17260,4853,11672,8850,15609,16329,10921
4806,4806,12062,11326,16961,15468,11362,5253,17755,10012,4349,3619
4807,4807,3354,10907,1784,1861,6727,13738,6443,7005,17765,5077
4808,4808,17638,4643,17066,1498,7988,17088,470,3025,11785,15648
4809,4809,16736,51,3521,8483,218,2113,16758,1626,572,3608
4810,4810,5795,8927,7921,13904,8914,1081,5108,15394,434,3187
4811,4811,1876,6279,14971,10178,9529,16277,4762,13097,1549,5542
4812,4812,2019,580,4822,13650,10590,9428,8159,11671,948,8494
4813,4813,4761,9845,3255,15411,5271,1203,15688,12109,11841,2001
4814,4814,12898,13399,6832,2777,6193,11753,867,5007,10249,3287
4815,4815,2216,1837,15718,12327,3151,15648,356,3671,16504,16522
4816,4816,8922,16296,7494,2252,585,6467,5785,14890,4635,14020
4817,4817,8153,14210,7381,4318,15911,15212,3856,10760,12560,14861
4818,4818,17369,1576,15521,12655,9571,15008,9347,7403,15025,7164
4819,4819,10686,11115,15458,15961,13032,16302,13517,11472,17680,17552
4820,4820,13204,16231,15854,14411,4767,14803,5122,15318,15784,4671
4821,4821,17126,17748,14540,10218,7667,15984,16572,2653,17774,4556
4822,13650,580,4822,2019,4812,8159,11671,948,8494,1032,9793
4823,4823,5313,9528,14009,7877,14117,8866,17469,15210,9558,8291
4824,4824,64,4664,7850,14384,2993,4462,6784,2821,15257,12789
4825,4825,16651,17169,6557,7524,6233,11286,11456,8200,8722,12876
4826,4826,1112,9495,4595,11493,8125,3101,11151,11293,11198,17029
4827,4827,14172,9970,2753,11719,2232,10081,6237,3587,16498,3279
4828,4828,8917,13366,12169,10022,13189,13905,292,8865,11311,6769
4829,4829,13845,5851,3488,3562,10814,3836,14655,4747,15277,15338
4830,4830,10555,17054,14749,3005,14348,3517,15012,15222,15324,4412
4831,4831,401,9947,4512,14804,10455,13654,6696,10363,63,9887
4832,11475,2729,12897,1935,17184,4832,8265,6712,3861,3832,2277
4833,4833,2492,2819,14208,7260,14690,17026,15874,16593,12282,13876
4834,4834,10300,11479,3765,13007,16880,5843,2489,7840,4791,16621
4835,4835,5433,2164,16788,4288,6894,9127,16220,13524,4986,6646
4836,4836,11081,10640,3282,4520,12275,9545,4592,10614,13974,1724
4837,4837,8433,15416,12926,3357,6328,11405,192,11349,11907,3503
4838,4838,12531,17560,11591,1086,5569,11772,3006,14634,1247,10144
4839,4839,11278,10961,4462,6784,911,1094,5336,3956,3074,14320
4840,4840,3986,2686,3663,14994,9787,5933,10395,14676,10079,15128
4841,4841,9561,4684,17487,13671,17498,14573,5946,16889,12351,15469
4842,4842,15328,10716,9083,10433,12251,14862,3756,4776,12600,3678
4843,4843,5239,16890,14222,10669,8648,4420,1968,12712,5765,7058
4844,4844,8642,7874,4536,7360,12908,10040,14406,11247,17633,17349
4845,4845,17520,12122,1529,11604,3806,10707,14299,7556,947,9145
4846,729,1809,4846,555,6324,3219,1875,3561,2503,661,1148
4847,4847,17429,3858,4226,3538,2088,6924,5623,6665,12507,9194
4848,4848,12157,13209,1682,16639,9703,16131,998,8765,17602,17654
4849,4849,14594,10578,6322,12894,13713,12079,14388,8608,17388,17460
4850,4850,8228,8652,5146,12961,11031,16224,5125,4462,6784,6034
4851,4851,7333,11755,6749,3018,15384,13918,1731,13315,223,3642
4852,4852,8272,13516,128,5399,2725,7698,3846,15737,15600,4883
4853,4853,14652,16572,4856,17260,4805,11672,8850,15609,16329,10921
4854,4854,17126,17748,14540,10218,7667,15984,16572,2653,17774,4556
4855,4855,2255,13564,10087,17575,17675,17540,13005,13032,16302,12323
4856,4856,14652,16572,13145,11312,17260,4853,4805,11672,8850,15609
4857,4857,11201,4755,15288,16026,14089,8850,4879,10041,15789,16508
4858,4858,15854,16572,17260,15609,16329,17674,4878,17284,9237,15940
4859,4859,15193,14803,14411,5122,4767,17086,5750,17495,13204,16231
4860,4860,9664,17057,5329,4857,16559,11201,4879,10041,12628,4803
4861,4861,5274,9249,9502,39,834,10413,16972,11073,301,289
4862,4862,6746,8654,17262,15005,6245,743,6457,15748,7935,15528
4863,4863,71,5138,8396,12933,2074,6601,10903,1251,14895,485
4864,4864,6814,3204,16147,14317,7177,1423,14122,2517,6430,8102
4865,4865,1695,1998,9149,11018,10674,9051,9360,5729,9168,9049
4866,4866,12071,8745,13073,9322,17668,6595,16479,11712,12215,14753
4867,4867,1847,14463,1028,15829,4789,16172,8211,9229,9170,11102
4868,4868,406,23,1250,138,2755,14816,5046,5567,11746,546
4869,4869,17680,17552,9741,16198,14330,10566,13882,14445,13911,16572
4870,4870,584,15276,8224,3918,3785,1243,17484,7337,12513,5726
4871,4871,10866,13824,12654,5762,11165,12364,13530,13278,9232,5100
4872,2701,6451,858,4872,2291,12805,8258,4691,6412,9445,3581
4873,4873,9605,16370,16968,13014,16360,9792,7859,17374,5305,14201
4874,1072,4874,9011,446,983,143,1370,214,6989,7578,1078
4875,4875,1572,237,92,7396,16529,9416,9309,5543,6789,3295
4876,4876,13033,17127,13060,16618,4800,16800,11045,9386,15982,16508
4877,4877,17756,15513,17126,17748,14540,10218,7667,15984,16482,16830
4878,4878,15854,13204,16231,17674,4858,16572,9237,4767,14803,14411
4879,4879,10041,12904,11201,4857,12628,16026,15288,4860,15982,11045
4880,4880,17321,6020,15014,4648,123,226,4126,7839,1219,243
4881,4881,6833,17736,2565,2159,853,10508,11316,4293,3863,12096
4882,4882,5656,5086,16973,4553,13587,15080,9693,15604,14234,5374
4883,4883,5165,4443,1365,8634,10547,2530,4151,8272,13516,5399
4884,4884,799,1793,1194,837,1690,7220,2741,1399,1959,9632
4885,4885,4200,10264,5256,2195,2152,2215,2871,13181,1182,3770
4886,4886,9360,1998,5908,14985,2694,7321,5729,9149,4168,11101
4887,4887,8425,4401,17695,15748,9703,6245,743,6457,15528,13613
4888,4888,10646,13828,6085,4861,11733,2535,762,6385,15870,12036
4889,4889,12463,7378,7297,14962,10216,5844,174,9865,13992,7681
4890,4890,12263,14406,17633,17349,7724,14882,14688,12908,10040,9295
4891,4891,5821,14714,12025,11229,8205,14802,7545,15512,6388,8039
4892,4892,11801,8251,6696,10363,63,7960,3695,13479,2503,3610
4893,4893,2839,16076,13238,2118,13534,13284,17143,13137,4166,2426
4894,4894,16172,8211,14463,11332,11850,1028,3475,15829,4867,4050
4895,4895,4678,24,12921,7772,15273,7125,3046,561,5227,8673
4896,4896,2742,13016,5016,16318,15419,15106,16674,17240,13520,17343
4897,1619,4897,624,996,6205,170,12076,6651,14377,4271,13937
4898,4898,2240,4261,6537,15490,1787,13265,16692,17334,4953,17515
4899,4899,6438,6107,8069,6114,14629,16557,12224,16110,16881,7224
4900,4900,8151,2511,16136,3270,3423,11966,13400,13162,7902,7314
4901,4901,3041,4169,812,1480,1067,2592,7610,8208,3542,1440
4902,4902,5375,961,13578,17069,3518,82,777,6550,13615,3755
4903,4903,13177,1995,16715,6295,10714,4439,8306,531,8644,8
4904,4904,15863,13120,8766,16380,12929,8876,6151,6260,902,13079
4905,4905,11995,11651,8556,776,438,2046,615,811,1605,11274
4906,4906,4085,8741,3054,494,11363,3046,223,3642,2070,13977
4907,4907,5563,4032,5176,7985,1778,2680,2352,6073,15131,3606
4908,4908,6383,5810,12276,11166,809,4303,17620,12393,14740,148
4909,4909,14512,13924,7351,7386,17154,3586,1767,5834,16441,2143
4910,12323,4910,4705,16302,13032,14935,13517,11472,10087,13564,11305
4911,4911,16848,7656,17697,13388,12269,14996,13841,17254,10135,16830
4912,4912,14652,17548,17645,16572,15609,16329,16619,17284,4856,4766
4913,4913,7197,4745,10104,15504,7720,14467,554,6337,13834,6597
4914,4914,4767,14411,14803,5122,17495,4800,10756,6787,12987,12623
4915,4915,7234,585,10973,4178,2753,4345,1470,3971,13293,12531
4916,4916,15815,4724,12986,12615,457,11482,9487,17000,14197,3509
4917,4917,274,1443,2071,969,11957,409,3417,5928,2160,8758
4918,4918,13833,16511,10923,6238,14628,14326,16764,12624,16209,15538
4919,4919,10562,11587,4313,12257,16794,2805,12690,10472,10259,6983
4920,4920,3484,11007,11058,11113,7969,16652,15838,2453,6471,15606
4921,4921,1860,947,7556,4962,1595,10438,10588,11615,7079,3806
4922,4922,11603,4144,1234,5770,1052,5091,14556,2820,13888,718
4923,4923,16535,4105,10560,456,1309,10536,5180,12211,11834,15645
4924,4924,6660,8459,2153,10858,2646,7678,11968,10121,6735,8052
4925,4925,11245,5103,5889,4965,3399,15104,11342,4155,4162,1262
4926,4926,8648,10669,14222,16890,5239,7058,4843,1968,4574,8620
4927,4927,4798,5177,15008,9571,9347,15521,12655,7403,15025,7164
4928,8158,4928,7057,2879,13331,14572,13210,4420,11602,8746,4843
4929,1489,1574,1144,4593,2229,4929,1124,6702,7651,3014,3792
4930,4930,8540,1116,9283,8005,770,1692,9426,14504,552,166
4931,4931,8116,5782,4147,10862,15352,5233,3067,422,13371,1272
4932,4932,11342,4162,4155,15104,11245,4925,5103,5889,3399,4965
4933,4933,1229,68,805,7947,525,103,4235,488,1525,296
4934,4934,17274,11444,3850,13603,15760,8538,6832,2777,6150,8671
4935,4935,13012,8088,9244,10012,2921,12895,9373,12369,11730,9004
4936,4936,12919,7690,3989,13949,4544,4738,6124,247,5395,12309
4937,4937,15198,12361,11287,9061,16564,12218,8169,16713,11849,15627
4938,12783,5027,4938,2696,8767,14448,656,1686,2835,15370,4783
4939,4939,13449,7039,14773,2322,11465,9970,11705,9807,15276,13479
4940,5836,4940,5270,5621,9194,12507,9877,5881,3165,13963,7302
4941,4941,15904,4769,13223,17106,4919,6569,10562,2135,10415,14113
4942,4942,17771,16678,640,9311,14841,183,282,374,10167,1347
4943,4943,7818,773,2367,10980,1604,198,480,4993,3613,5113
4944,4944,885,9586,16017,2241,8136,6957,17601,0,3203,10197
4945,4945,8188,8468,8931,12396,11701,15489,17327,13480,9728,5615
4946,4946,15621,10008,6623,12575,13339,7704,6362,12312,8831,9345
4947,4947,10820,5520,12029,1044,14245,2177,15325,17601,1157,6563
4948,9933,4948,599,6411,11727,1103,6121,12020,8014,6353,9888
4949,4949,13627,12685,5254,12809,6409,6028,4429,1492,6126,12965
4950,4950,1315,13681,3665,14476,4113,10331,12556,15465,8076,8980
4951,4951,6661,10797,5566,8200,11286,4416,2549,10117,9619,15081
4952,4952,3204,16903,13634,4971,6556,8567,11523,13228,9351,15849
4953,4953,2240,4261,6537,17334,5406,16692,5338,1787,16543,15490
4954,4954,6590,10752,7801,480,198,1604,3431,794,12204,17594
4955,4955,1584,16702,3572,2552,2906,58,241,8384,2896,1598
4956,4956,14396,14048,16526,5482,4550,16525,2616,6553,1456,415
4957,4957,9786,3224,5055,13639,2494,8563,10315,5558,2124,1450
4958,4958,11220,1526,9649,14648,6207,6696,10363,63,10364,707
4959,4959,14722,17213,11873,14333,8471,12339,12097,15964,5537,1753
4960,4960,8197,3540,16870,3294,9897,16184,13550,13342,14064,17152
4961,4961,594,3712,509,569,1007,6935,1010,8637,8736,12532
4962,4962,7079,10208,10288,9072,450,1860,7556,947,1595,10438
4963,16792,16737,4963,16738,4454,8976,603,3794,4012,10779,7784
4964,4964,8351,2315,1610,348,1018,10429,6632,3749,1600,7306
4965,3399,4965,5889,5103,11245,4925,15104,4155,4162,11342,1262
4966,4966,1352,2598,8804,5446,2774,6683,982,764,9274,3490
4967,4967,5328,12617,16717,5258,12888,8752,10077,3897,6046,3213
4968,4968,6613,1040,13598,14065,896,12230,86,217,13075,711
4969,4969,12569,9555,7484,10177,5555,7882,1299,10646,6085,13828
4970,4970,7001,6190,750,1592,7741,4291,8594,5086,16973,4553
4971,4971,13634,11523,16903,3204,11897,16539,11183,4952,10439,8567
4972,4972,5032,2036,11117,7689,17047,1872,3082,2123,9609,3281
4973,4973,11125,14451,5684,2973,15649,12440,14486,12023,11266,10786
4974,4974,12522,5512,9010,7198,407,11771,8910,1946,9764,3531
4975,4975,4085,8741,3054,494,14773,11363,9587,8737,3419,1915
4976,4976,17662,8597,814,11178,481,17462,2423,4217,11827,15675
4977,7160,4977,671,1447,7475,8558,10094,6861,6604,14596,17298
4978,4978,14657,8945,5340,15833,8186,6568,9516,9888,8014,6353
4979,4979,14711,14242,11166,5297,1703,13393,8481,16120,7877,7823
4980,4980,7334,5223,8844,3975,5600,5823,3695,3891,1277,8738
4981,4981,878,1971,6558,7936,12858,13583,2968,1,3701,4034
4982,378,4982,898,571,144,15206,12139,5700,1638,2218,14793
4983,4983,7271,540,6963,7742,12412,6136,13022,707,8455,5219
4984,4984,2202,17345,12787,10389,13531,16188,17377,4017,1509,3978
4985,4985,7713,4090,1547,8660,5527,9607,9731,1271,1928,9432
4986,4986,2541,4143,863,5433,6829,16220,14846,284,16548,2164
4987,4987,5308,7565,607,513,10505,17606,1620,10923,6238,13833
4988,4988,6154,16513,14965,16874,10940,13163,11346,7611,12845,15515
4989,4989,9764,4442,9010,3958,7170,3531,1507,4974,5861,12522
4990,4990,10831,2787,3191,17706,11515,2792,12708,502,16533,1043
4991,4991,4808,17638,4643,15944,6778,3077,2613,17066,3025,10229
4992,4992,6324,555,1809,4846,729,661,3371,6632,501,10397
4993,4993,2367,10980,1604,480,198,3613,773,680,1511,2575
4994,4994,3011,9598,1661,6090,5592,8442,9216,7341,8776,11176
4995,4995,11809,11709,11729,11674,17566,10750,442,12508,15889,3658
4996,4996,4489,5321,13343,10477,3678,5739,3673,17451,17437,10650
4997,1263,1978,3225,1746,1495,1023,337,1118,405,1810,1446
4998,4998,14767,5837,784,3466,11843,13015,10408,15662,14943,2858
4999,4999,6431,1395,11964,11911,11856,11822,2833,13428,17503,5459
5000,5000,6623,10008,7704,12312,6362,15621,13339,9740,12575,8831
5001,5001,14023,7602,11299,8843,560,10636,10443,447,2272,11656
5002,5002,2475,6761,10124,4554,4495,11924,9929,17705,1155,5431
5003,5187,9146,5003,10526,6086,5206,8759,7605,7945,3555,1663
5004,5004,6367,1573,13645,1764,15537,17123,6202,2821,2018,2048
5005,5005,11861,12737,14960,17516,436,17462,16578,4428,16126,2956
5006,5006,5716,3309,12262,3050,4980,7334,8956,477,5190,463
5007,5007,867,15748,743,6245,6457,2616,1456,5663,415,6553
5008,5008,8408,936,12435,12012,11718,5829,3660,11977,2672,950
5009,5009,13676,2544,4330,10114,17641,7252,11683,16442,1503,12827
5010,5010,2923,170,1221,4271,13214,17459,453,624,6205,11770
5011,5011,9742,14716,4046,16922,6685,7945,5206,6086,3555,5187
5012,5012,3113,2144,6564,13111,9289,16858,11646,3845,2562,4060
5013,5013,14847,12069,13801,5530,10886,11503,5999,11962,11625,16480
5014,5014,16467,3767,3000,9918,16567,1949,12955,1898,9835,5963
5015,5015,1987,5556,5022,11581,11455,1841,10423,12125,1533,14269
5016,5016,11318,13016,15419,16318,15106,16674,4896,13520,15587,3892
5017,5017,2569,5205,3465,4419,13926,16997,5444,1474,2334,7836
5018,5018,4404,11249,3626,1159,2106,13761,2496,10894,7270,1700
5019,5019,3449,7548,1726,12975,6248,3751,3391,11365,9657,10159
5020,5020,1543,312,6821,8981,535,6012,6242,12771,16094,7752
5021,5021,14149,5033,16420,14599,10915,10497,9579,10772,7152,1863
5022,5022,5556,5015,1987,11581,68,4312,12946,16233,2589,5327
5023,5023,9296,2705,12391,10675,7263,1671,7285,12250,6299,17630
5024,5024,17216,1035,13492,3471,1828,4733,1491,11814,4784,497
5025,5025,7358,10400,4352,2969,3341,2699,4084,7919,2214,4482
5026,5026,937,4339,12152,8992,13108,2700,16711,2043,1483,714
5027,12783,5027,4938,2696,8767,14448,656,1686,2835,15370,4783
5028,5028,6506,16444,3097,8309,13359,14376,13637,7740,12519,7233
5029,5029,16036,16583,14050,11477,4574,2620,13221,15580,3850,13976
5030,5030,1001,1198,10423,17097,5367,2028,8376,2086,9341,979
5031,5031,9084,13099,6986,14080,10687,9203,13612,4263,13929,13899
5032,5032,4972,2036,11117,2123,1812,1563,14606,3082,8220,4047
5033,5033,16420,8404,5021,10497,10772,7152,9579,14599,14149,1863
5034,5034,14300,4396,4546,12075,14976,4549,12126,16257,13769,4548
5035,5035,6842,9815,7777,5949,8294,14776,12335,15601,1000,1658
5036,16653,10926,5036,8486,6647,5156,10910,11337,7648,9548,13727
5037,5037,12583,17529,14958,17114,11578,1615,10265,3258,17766,14329
